Gene stable ID	Gene name	Gene type	Gene description
ENSG00000259258		processed_pseudogene	ribosomal protein L17 (RPL17) pseudogene
ENSG00000234569	RAD1P1	processed_pseudogene	RAD1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49479]
ENSG00000236058	RPL17P36	processed_pseudogene	ribosomal protein L17 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:36051]
ENSG00000120051	CFAP58	protein_coding	cilia and flagella associated protein 58 [Source:HGNC Symbol;Acc:HGNC:26676]
ENSG00000230536		lncRNA	novel transcript
ENSG00000090470	PDCD7	protein_coding	programmed cell death 7 [Source:HGNC Symbol;Acc:HGNC:8767]
ENSG00000171159	BBLN	protein_coding	bublin coiled coil protein [Source:HGNC Symbol;Acc:HGNC:17823]
ENSG00000156313	RPGR	protein_coding	retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295]
ENSG00000273896	TSEN34	protein_coding	tRNA splicing endonuclease subunit 34 [Source:HGNC Symbol;Acc:HGNC:15506]
ENSG00000272696		lncRNA	novel transcript, antisense to TRUB2
ENSG00000133112	TPT1	protein_coding	tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]
ENSG00000223551	TMSB4XP4	processed_pseudogene	TMSB4X pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:11886]
ENSG00000207955	MIR219A2HG	lncRNA	MIR219A2 host gene [Source:HGNC Symbol;Acc:HGNC:55938]
ENSG00000216740	ANXA2P3	processed_pseudogene	annexin A2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:540]
ENSG00000284185	MIR219A2	miRNA	microRNA 219a-2 [Source:HGNC Symbol;Acc:HGNC:31598]
ENSG00000231398		processed_pseudogene	CD164 antigen, sialomucin (CD164) pseudogene
ENSG00000283335	MIR219B	miRNA	microRNA 219b [Source:HGNC Symbol;Acc:HGNC:41823]
ENSG00000273186		lncRNA	novel transcript, sense intronic to CERCAM
ENSG00000287231		lncRNA	novel transcript
ENSG00000228510		processed_pseudogene	novel pseudogene
ENSG00000275737	KIR2DS2	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6334]
ENSG00000232935		lncRNA	novel transcript, antisense to DOCK1
ENSG00000187791	SPATA31F3	protein_coding	SPATA31 subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:42673]
ENSG00000229775	LINC02624	lncRNA	long intergenic non-protein coding RNA 2624 [Source:HGNC Symbol;Acc:HGNC:54103]
ENSG00000276731		protein_coding	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2
ENSG00000279268		TEC	tec
ENSG00000201709	RNU6-686P	snRNA	RNA, U6 small nuclear 686, pseudogene [Source:HGNC Symbol;Acc:HGNC:47649]
ENSG00000206903	SNORA24B	snoRNA	small nucleolar RNA, H/ACA box 24B [Source:HGNC Symbol;Acc:HGNC:52198]
ENSG00000265673	MIR4508	miRNA	microRNA 4508 [Source:HGNC Symbol;Acc:HGNC:41659]
ENSG00000278481		protein_coding	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 5B
ENSG00000254585	MAGEL2	protein_coding	MAGE family member L2 [Source:HGNC Symbol;Acc:HGNC:6814]
ENSG00000238215		processed_pseudogene	novel pseudogene
ENSG00000275123	TARM1	protein_coding	T cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:37250]
ENSG00000196932	TMEM26	protein_coding	transmembrane protein 26 [Source:HGNC Symbol;Acc:HGNC:28550]
ENSG00000277163	KIR2DS3	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:6335]
ENSG00000134042	MRO	protein_coding	maestro [Source:HGNC Symbol;Acc:HGNC:24121]
ENSG00000182636	NDN	protein_coding	necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]
ENSG00000273916		protein_coding	natural cytotoxicity triggering receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:9437]
ENSG00000178723	GLULP4	processed_pseudogene	glutamate-ammonia ligase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:4345]
ENSG00000206616	RNU6-741P	snRNA	RNA, U6 small nuclear 741, pseudogene [Source:HGNC Symbol;Acc:HGNC:47704]
ENSG00000215199	YWHAZP6	processed_pseudogene	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30849]
ENSG00000259645		lncRNA	novel transcript, sense intronic to PAQR5
ENSG00000276279	KIR2DP1	unprocessed_pseudogene	killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]
ENSG00000273597		processed_pseudogene	SPATA31 subfamily D, member 1 (SPATA31D1) pseudogene
ENSG00000207395	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000279489		TEC	tec
ENSG00000259191		processed_pseudogene	fumarylacetoacetate hydrolase domain containing 1 (FAHD1) pseudogene
ENSG00000233148	SYF2P2	processed_pseudogene	SYF2 pre-mRNA splicing factor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38139]
ENSG00000200106	RNU6-984P	snRNA	RNA, U6 small nuclear 984, pseudogene [Source:HGNC Symbol;Acc:HGNC:47947]
ENSG00000207119	U3	snoRNA	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]
ENSG00000227399	RPL21P82	processed_pseudogene	ribosomal protein L21 pseudogene 82 [Source:HGNC Symbol;Acc:HGNC:36307]
ENSG00000259215	LINC02896	lncRNA	long intergenic non-protein coding RNA 2896 [Source:HGNC Symbol;Acc:HGNC:55427]
ENSG00000275522	KIR2DL1	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1 [Source:HGNC Symbol;Acc:HGNC:6329]
ENSG00000259438	MAPK6-DT	lncRNA	MAPK6 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53900]
ENSG00000237306	HSPE1P22	processed_pseudogene	heat shock protein family E (Hsp10) member 1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:49341]
ENSG00000275756		processed_pseudogene	novel pseudogene
ENSG00000274669	LILRB1	protein_coding	leukocyte immunoglobulin like receptor B1 [Source:HGNC Symbol;Acc:HGNC:6605]
ENSG00000274528		lncRNA	novel transcript
ENSG00000259398		lncRNA	novel transcript, intronic to MAPK6
ENSG00000259712		lncRNA	novel transcript, antisense to MAPK6
ENSG00000242327		processed_pseudogene	ribosomal protein S13 (RPS13) pseudogene
ENSG00000232179	MTATP6P29	unprocessed_pseudogene	MT-ATP6 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52187]
ENSG00000228069	MTCO3P29	unprocessed_pseudogene	MT-CO3 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:52132]
ENSG00000259327		lncRNA	novel transcript
ENSG00000238288	MTND3P23	unprocessed_pseudogene	MT-ND3 pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:52169]
ENSG00000259709		lncRNA	novel transcript, antisense to GNB5
ENSG00000240791	MTND4LP7	unprocessed_pseudogene	MT-ND4L pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:42241]
ENSG00000278691	KIR3DP1	transcribed_unprocessed_pseudogene	killer cell immunoglobulin like receptor, three Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16343]
ENSG00000237242	BTF3P15	processed_pseudogene	basic transcription factor 3 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38567]
ENSG00000227321	MTND4P15	unprocessed_pseudogene	MT-ND4 pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:42202]
ENSG00000236762	RPL19P16	processed_pseudogene	ribosomal protein L19 pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36596]
ENSG00000224809	BEND3P2	processed_pseudogene	BEN domain containing 3 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45015]
ENSG00000277540	KIR2DL4	protein_coding	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6332]
ENSG00000227437	RPS8P4	processed_pseudogene	ribosomal protein S8 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:17478]
ENSG00000281156	MIR3651	miRNA	microRNA 3651 [Source:HGNC Symbol;Acc:HGNC:38897]
ENSG00000239183	SNORA84	snoRNA	small nucleolar RNA, H/ACA box 84 [Source:HGNC Symbol;Acc:HGNC:33615]
ENSG00000188620	HMX3	protein_coding	H6 family homeobox 3 [Source:HGNC Symbol;Acc:HGNC:5019]
ENSG00000229530		processed_pseudogene	novel pseudogene
ENSG00000206995	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000264158	MIR4670	miRNA	microRNA 4670 [Source:HGNC Symbol;Acc:HGNC:41862]
ENSG00000225551		unprocessed_pseudogene	pseudogene similar to part of cytochrome c oxidase I MTCO1
ENSG00000221052	MIR1266	miRNA	microRNA 1266 [Source:HGNC Symbol;Acc:HGNC:35334]
ENSG00000231169	EEF1B2P1	processed_pseudogene	eukaryotic translation elongation factor 1 beta 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3207]
ENSG00000285650		lncRNA	Novel transcript, antisense to CENPP
ENSG00000213669	RPL21P86	processed_pseudogene	ribosomal protein L21 pseudogene 86 [Source:HGNC Symbol;Acc:HGNC:37032]
ENSG00000260618		lncRNA	novel transcript, antisense to KIAA1370
ENSG00000203434		lncRNA	novel transcript
ENSG00000165118	QNG1	protein_coding	Q-nucleotide N-glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:28144]
ENSG00000234542		lncRNA	novel transcript
ENSG00000274599	DUX4L24	unprocessed_pseudogene	double homeobox 4 like 24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50805]
ENSG00000259935		lncRNA	novel transcript, intronic to KIAA1370
ENSG00000271434		lncRNA	novel transcript, antisense to NKX1-2
ENSG00000287500		lncRNA	novel transcript, antisense to KIAA1370
ENSG00000214896	RPSAP55	processed_pseudogene	ribosomal protein SA pseudogene 55 [Source:HGNC Symbol;Acc:HGNC:36921]
ENSG00000227307		lncRNA	novel transcript
ENSG00000274504	RDH13	protein_coding	retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
ENSG00000259612	EEF1A1P22	processed_pseudogene	eukaryotic translation elongation factor 1 alpha 1 pseudogene 22 [Source:HGNC Symbol;Acc:HGNC:37895]
ENSG00000270294	XIAPP1	processed_pseudogene	X-linked inhibitor of apoptosis pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52375]
ENSG00000279970		TEC	TEC
ENSG00000138152	BTBD16	protein_coding	BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340]
ENSG00000234438	KBTBD13	protein_coding	kelch repeat and BTB domain containing 13 [Source:HGNC Symbol;Acc:HGNC:37227]
ENSG00000259365		lncRNA	novel transcript
ENSG00000274139		lncRNA	novel transcript
ENSG00000277210		lncRNA	novel transcript
ENSG00000259464	SNRPCP18	processed_pseudogene	small nuclear ribonucleoprotein polypeptide C pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:49833]
ENSG00000259695		processed_pseudogene	ribosomal protein L17 (RPL17) pseudogene
ENSG00000252614	RNU6-807P	snRNA	RNA, U6 small nuclear 807, pseudogene [Source:HGNC Symbol;Acc:HGNC:47770]
ENSG00000284179	MIR7-1	miRNA	microRNA 7-1 [Source:HGNC Symbol;Acc:HGNC:31638]
ENSG00000202523	Y_RNA	misc_RNA	Y RNA [Source:RFAM;Acc:RF00019]
ENSG00000270166		processed_pseudogene	high mobility group nucleosomal binding domain 2 (HMGN2) pseudogene
ENSG00000263892	MIR4667	miRNA	microRNA 4667 [Source:HGNC Symbol;Acc:HGNC:41723]
ENSG00000159884	CCDC107	protein_coding	coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]
ENSG00000140479	PCSK6	protein_coding	proprotein convertase subtilisin/kexin type 6 [Source:HGNC Symbol;Acc:HGNC:8569]
ENSG00000276490		protein_coding	novel transcript
ENSG00000225899	FRG2B	protein_coding	FSHD region gene 2 family member B [Source:HGNC Symbol;Acc:HGNC:33518]
ENSG00000275037		protein_coding	killer cell immunoglobulin-like receptor, three domains, short cytoplasmic tail, 1
ENSG00000234309	SLC25A18P1	processed_pseudogene	solute carrier family 25 member 18 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43857]
ENSG00000279626	DUX4L28	unprocessed_pseudogene	double homeobox 4 like 28 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51605]
ENSG00000270965	NTAN1P1	processed_pseudogene	N-terminal asparagine amidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45261]
ENSG00000227143	LINC01153	lncRNA	long intergenic non-protein coding RNA 1153 [Source:HGNC Symbol;Acc:HGNC:49495]
ENSG00000250261	CCDC74BP1	transcribed_unprocessed_pseudogene	coiled-coil domain containing 74B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:51917]
ENSG00000277687		lncRNA	novel transcript, sense intronic to CACUL1
ENSG00000278831		lncRNA	novel transcript, antisense to FAM53B
ENSG00000232823	TXNP1	processed_pseudogene	thioredoxin pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49481]
ENSG00000307604		lncRNA	novel transcript, antisense to MED15
ENSG00000223381	LINC02661	lncRNA	long intergenic non-protein coding RNA 2661 [Source:HGNC Symbol;Acc:HGNC:54147]
ENSG00000229544	NKX1-2	protein_coding	NK1 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:31652]
ENSG00000243136	RN7SL22P	misc_RNA	RNA, 7SL, cytoplasmic 22, pseudogene [Source:HGNC Symbol;Acc:HGNC:46038]
ENSG00000284195	MIR6852	miRNA	microRNA 6852 [Source:HGNC Symbol;Acc:HGNC:49993]
ENSG00000273945	MIR6853	miRNA	microRNA 6853 [Source:HGNC Symbol;Acc:HGNC:49945]
ENSG00000276427	IGLL4P	transcribed_unprocessed_pseudogene	immunoglobulin lambda like polypeptide 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:38475]
ENSG00000215183	MSMP	protein_coding	microseminoprotein, prostate associated [Source:HGNC Symbol;Acc:HGNC:29663]
ENSG00000294629		lncRNA	novel transcript
ENSG00000276904	DUX4L14	unprocessed_pseudogene	double homeobox 4 like 14 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38673]
ENSG00000235062	BCRP5	transcribed_unprocessed_pseudogene	BCR pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:1018]
ENSG00000283095		lncRNA	novel transcript
ENSG00000276164	DUX4L20	unprocessed_pseudogene	double homeobox 4 like 20 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50801]
ENSG00000303205		lncRNA	novel transcript
ENSG00000287327		lncRNA	novel transcript
ENSG00000213543	RARRES2P2	processed_pseudogene	retinoic acid receptor responder 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:48701]
ENSG00000280337	DUX4L25	unprocessed_pseudogene	double homeobox 4 like 25 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50806]
ENSG00000274101		transcribed_unprocessed_pseudogene	vomeronasal 1 receptor 1 (VN1R1) pseudogene
ENSG00000278555	LILRB4	protein_coding	leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]
ENSG00000285645		protein_coding	Novel protein
ENSG00000287466		lncRNA	novel transcript, antisense to MGMT
ENSG00000276964	DUX4L23	unprocessed_pseudogene	double homeobox 4 like 23 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50804]
ENSG00000204930	FAM221B	protein_coding	family with sequence similarity 221 member B [Source:HGNC Symbol;Acc:HGNC:30762]
ENSG00000287655		lncRNA	novel transcript, antisense to SHTN1
ENSG00000279389	GARRE1	protein_coding	granule associated Rac and RHOG effector 1 [Source:HGNC Symbol;Acc:HGNC:29016]
ENSG00000213170	SAR1AP2	processed_pseudogene	secretion associated Ras related GTPase 1A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20770]
ENSG00000233435	AGGF1P2	processed_pseudogene	angiogenic factor with G-patch and FHA domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38052]
ENSG00000120008	WDR11	protein_coding	WD repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:13831]
ENSG00000262860	LSM14A	protein_coding	LSM14A mRNA processing body assembly factor [Source:HGNC Symbol;Acc:HGNC:24489]
ENSG00000229266	POM121L8P	transcribed_processed_pseudogene	POM121 transmembrane nucleoporin like 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:35446]
ENSG00000169662	BCRP6	transcribed_unprocessed_pseudogene	BCR pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39074]
ENSG00000283145		transcribed_unprocessed_pseudogene	immunoglobulin superfamily member 3 (IGSF3) pseudogene
ENSG00000261905		unprocessed_pseudogene	metaxin 1 (MTX1) pseudogene
ENSG00000290983		lncRNA	novel transcript
ENSG00000236083	OR13E1P	unitary_pseudogene	olfactory receptor family 13 subfamily E member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:15107]
ENSG00000233659	NDUFA5P4	processed_pseudogene	NADH:ubiquinone oxidoreductase subunit A5 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48846]
ENSG00000261893	CLK2	protein_coding	CDC like kinase 2 [Source:HGNC Symbol;Acc:HGNC:2069]
ENSG00000196196	HRCT1	protein_coding	histidine rich carboxyl terminus 1 [Source:HGNC Symbol;Acc:HGNC:33872]
ENSG00000287986		lncRNA	novel transcript, antisense to SPAAR
ENSG00000225639	PGAM1P2	processed_pseudogene	phosphoglycerate mutase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:42449]
ENSG00000278889	OR2S2	protein_coding	olfactory receptor family 2 subfamily S member 2 [Source:HGNC Symbol;Acc:HGNC:8276]
ENSG00000213866	YBX1P10	processed_pseudogene	Y-box binding protein 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42432]
ENSG00000186940	CHCHD2P9	processed_pseudogene	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:23676]
ENSG00000237434		processed_pseudogene	survival of motor neuron 1, telomeric (SMN1) pseudogene
ENSG00000125247	TMTC4	protein_coding	transmembrane O-mannosyltransferase targeting cadherins 4 [Source:HGNC Symbol;Acc:HGNC:25904]
ENSG00000171843	MLLT3	protein_coding	MLLT3 super elongation complex subunit [Source:HGNC Symbol;Acc:HGNC:7136]
ENSG00000215771	LRRC37A14P	transcribed_processed_pseudogene	leucine rich repeat containing 37 member A14, pseudogene [Source:HGNC Symbol;Acc:HGNC:43818]
ENSG00000231993	EP300-AS1	lncRNA	EP300 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50504]
ENSG00000248789	LINC02118	lncRNA	long intergenic non-protein coding RNA 2118 [Source:HGNC Symbol;Acc:HGNC:52974]
ENSG00000240388		processed_pseudogene	ribosomal protein S18 (RPS18) pseudogene
ENSG00000287447		lncRNA	novel transcript, antisense to FAM172A
ENSG00000250422		processed_pseudogene	tigger transposable element derived 1 (TIGD1) pseudogene
ENSG00000242858	RPL13AP14	processed_pseudogene	ribosomal protein L13a pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:36360]
ENSG00000250827	MFSD4BP1	processed_pseudogene	major facilitator superfamily domain containing 4B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:50626]
ENSG00000249835	VCAN-AS1	lncRNA	VCAN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40163]
ENSG00000254310		processed_pseudogene	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae) (SUMO2) pseudogene
ENSG00000212930		lncRNA	novel transcript
ENSG00000232254	CSF2RBP1	transcribed_unprocessed_pseudogene	CSF2RB pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2437]
ENSG00000250662	HNRNPKP5	processed_pseudogene	heterogeneous nuclear ribonucleoprotein K pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:42378]
ENSG00000205959		lncRNA	novel transcript
ENSG00000262113		processed_pseudogene	ribosomal protein L29 (RPL29) pseudogene
ENSG00000271687	MTND5P10	processed_pseudogene	MT-ND5 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:42272]
ENSG00000238000	PSME2P1	processed_pseudogene	proteasome activator subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20632]
ENSG00000309254		lncRNA	novel transcript, antisense to TRIOBP
ENSG00000280310		TEC	tec
ENSG00000250273	PSMC1P5	processed_pseudogene	proteasome 26S subunit, ATPase 1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39780]
ENSG00000236447	ATG10-IT1	lncRNA	ATG10 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41455]
ENSG00000250039		lncRNA	novel transcript
ENSG00000235992	GRAMD4P2	transcribed_processed_pseudogene	GRAM domain containing 4 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:39654]
ENSG00000248733		lncRNA	novel transcript
ENSG00000273740	LILRP1	unprocessed_pseudogene	leukocyte immunoglobulin-like receptor pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:15496]
ENSG00000248409	CCDC188BP	transcribed_unprocessed_pseudogene	coiled-coil domain containing 188B, pseudogene [Source:HGNC Symbol;Acc:HGNC:56303]
ENSG00000250145		processed_pseudogene	zinc finger protein family pseudogene
ENSG00000278795	LILRP2	transcribed_unprocessed_pseudogene	leukocyte immunoglobulin-like receptor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:15497]
ENSG00000309931		lncRNA	novel transcript
ENSG00000248360	LINC00504	lncRNA	long intergenic non-protein coding RNA 504 [Source:HGNC Symbol;Acc:HGNC:43555]
ENSG00000134061	CD180	protein_coding	CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]
ENSG00000278723	KIR3DL3	protein_coding	killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]
ENSG00000293594		transcribed_processed_pseudogene	ribosomal protein L41 (RPL41) pseudogene
ENSG00000294512		lncRNA	novel transcript, sense intronic to ANKRD54 and MYH9 and RBFOX2
ENSG00000224435	NF1P6	transcribed_unprocessed_pseudogene	neurofibromin 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:7771]
ENSG00000240003	RPL7P24	processed_pseudogene	ribosomal protein L7 pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36715]
ENSG00000241612	RPL21P46	processed_pseudogene	ribosomal protein L21 pseudogene 46 [Source:HGNC Symbol;Acc:HGNC:35687]
ENSG00000237350	CDC42P6	processed_pseudogene	CDC42 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:44430]
